PUBLICATION_DATE,SITE_ID,UID,VISIT_NO,DATE_COL,YEAR,SITETYPE,INDEX_VISIT,AWCH_WS,BDH_WS,BEDROCK_PERM_WS,BFI_WS,CAT_COMID,CROP_1KM_BUF,DAM_KM3WTD_200KM,ELEV_PT,ELEV_WS,ELEV_WS_MAX,ELEV_WS_MIN,ET_WS,FSTFRZ_WS,GEOL_HUNT_DOM_DESC,GEOL_HUNT_DOM_PCT,GEOL_HUNT_DOM_WS,GEOL_HUNT_PT,GEOL_REEDBUSH_DOM_PCT,GEOL_REEDBUSH_DOM_WS,GEOL_REEDBUSH_PT,KFACT_PT,KFACT_WS,LAT_DD83,LON_DD83,LSTFRZ_PT,LSTFRZ_WS,MAFLOWU,MAST_2013,MAST_2014,MAVELU,MSST_2013,MSST_2014,MWST_2013,MWST_2014,OMH_WS,PCTBL2011_WS,PCTCONIF2011_WS,PCTCROP2011_WS,PCTDECID2011_WS,PCTGRS2011_WS,PCTHAY2011_WS,PCTHBWET2011_WS,PCTICE2011_WS,PCTMXFST2011_WS,PCTOW2011_WS,PCTSHRB2011_WS,PCTURBHI2011_WS,PCTURBLO2011_WS,PCTURBMD2011_WS,PCTURBOP2011_WS,PCTWDWET2011_WS,PERDUN_WS,PERHOR_WS,PERMH_WS,PMAX_WS,PMIN_WS,PRECIP_WS,PSUM_PT,PSUM_WS,PSUMPY_2013_PT,PSUMPY_2013_WS,PSUMPY_2014_PT,PSUMPY_2014_WS,RDDENS_WS,RDH_PT,RDH_WS,REACH_COMID,RHMEAN_PT,RHMEAN_WS,RUNOFF_WS,TMAX_WS,TMEAN_WS,TMEANPW_2013_PT,TMEANPW_2013_WS,TMEANPW_2014_PT,TMEANPW_2014_WS,TMEANSS_2013_PT,TMEANSS_2013_WS,TMEANSS_2014_PT,TMEANSS_2014_WS,TMEANSY_2013_PT,TMEANSY_2013_WS,TMEANSY_2014_PT,TMEANSY_2014_WS,TMIN_PT,TMIN_WS,TOPWET_WS,URB_1KM_BUF,WDMAX_PT,WDMAX_WS,WDMIN_PT,WDMIN_WS,WDSUM_PT,WDSUM_WS,WSAREASQKM,WTDH_PT,WTDPH_WS
2/13/2019,ALR9-0905,1003507,1,5/20/2014,2014,PROB,Y,0.135464079,1.650622344,3,48.71260411,2188031,6.412124745,0.000838,45.63,114.3403729,193.37,43.64,830.4208809,315.0085014,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",100,rl,rl,100,SDMNTRY,SDMNTRY,0.199000001,0.210343297,31.34380861,-85.60881312,72,73.8904967,976.541,17.50628651,17.19605825,1.60664,20.67940238,20.67940238,11.12576241,11.12576241,0.568135649,0.23680795,23.37051589,11.74314433,18.74223606,2.207525736,8.491437217,0.245814748,0,6.448310846,0.623391869,17.51184672,0.029550394,0.564291081,0.146385769,3.801830202,5.836911174,5.157000091,6.653775819,6.953152784,162.764827,72.39017589,1368.474923,1465,1423.042763,1602.787476,1435.299399,2153.29126,1856.855661,1.214929969,60,60,2188031,72,71.32462682,492.4903328,32.6999723,18.62740441,12.36982155,12.05589222,9.49924469,9.060219486,26.20427513,25.9292386,26.20427513,25.9292386,18.89733505,18.58119458,18.26286888,18.58079937,2.599999905,2.65429487,448.7823444,2.069367531,12,10.77944147,4,4.091457096,98,92.74514689,1778.634,5.619999886,5.572747323
2/13/2019,ALR9-0906,1003949,1,7/13/2014,2014,PROB,Y,0.15231722,1.588344338,3,35.20099994,21639814,0,0,8.87,66.68052663,158.02,8.78,879.5788465,309.2214854,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",100,rl,rl,100,SDMNTRY,SDMNTRY,0.268999994,0.251318938,31.68739652,-88.05213311,83,84.39869111,272.676,17.41633105,17.33214399,1.34081,20.32732468,20.32732468,11.12346182,11.12346182,0.566073477,0.00865641,40.32021022,0.025776865,7.642070921,12.50658849,0.899304794,0.020967748,0,15.03329832,0.091950308,14.66184216,0,0.058671222,0.022891395,1.748979505,6.958791642,4.430484138,6.150085316,4.683485405,166.5063165,75.29918185,1424.496866,1498,1510.528216,1755.088745,1776.734493,1567.803955,1750.073132,0.698675854,37.20000076,57.45598314,21639814,70,70.15081825,552.5223448,33.31728953,18.11718903,10.91113091,10.72482871,7.658912182,7.588284926,25.801157,25.66598759,25.801157,25.66598759,17.78593254,17.62975152,17.4678936,17.62749373,1.700000048,1.730473362,394.6483203,0,11,11.00788333,4,4.702530245,97,99.02634702,467.8479,5.90500021,5.669495159
2/13/2019,ALRF-0001,1002488,1,7/25/2013,2013,HAND,Y,0.144425209,1.556978423,1.880718377,34.46788406,19618788,1.780502043,0,205.19,436.9059604,580.8,204.38,747.4582718,294.8444808,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,100,rsi,rsi,100,SDMNTRY,SDMNTRY,0.231000006,0.240138704,34.917856,-86.13294466,101,100.923554,84.898,14.84666946,14.79954764,1.16785,17.28154596,17.28154596,9.920467813,9.920467813,0.95461295,0.004302667,0.493946148,0.131661604,91.72597176,0.589465351,3.18225236,0,0,1.000800296,0,1.422461642,0,0.250415207,0.045608268,0.824390958,0.328723743,3.007157931,4.043085404,3.908614678,169.9865455,97.35795685,1520.936775,1543,1561.14172,1506.946533,1505.386789,1467.171509,1505.30327,0.685213469,42.82400131,42.81823571,19618788,71,71.51660278,688.7320212,29.79549683,14.07564818,6.021021366,5.479872077,2.457914829,1.865416991,22.92323685,22.40458173,22.92323685,22.40458173,13.99376678,13.49381167,13.72280216,13.4938,-1.399999976,-1.869019324,324.5169646,0,11,11.05279297,6,6.968069254,112,115.1416685,104.4855,6,5.977762684
2/13/2019,ALRF-0002,1003125,1,9/18/2013,2013,HAND,Y,0.162,1.565000057,5,34,21655990,0,0,148.37,182.9494604,212.82,146.64,850.5584441,306,"Red clay, massive clay that is generally kaolinitic",100,rls,rls,100,SDMNTRY,SDMNTRY,0.291999996,0.291999996,33.22326014,-86.88807658,89,89,2.922,16.05722288,15.99266407,0.84074,16.87977881,16.87977881,10.56184283,10.56184283,0.944999993,0,21.80656934,0,56.29562044,1.824817518,0,0,0,9.762773723,0,10.31021898,0,0,0,0,0,6,8,2.46600008,169.4388489,83.35881295,1419.166408,1477,1476.016187,1649.416138,1638.127204,1643.299561,1592.120687,0.531465336,40.36000061,40.36000061,21655990,69,69,572,32.75611501,17.24006272,9.357176781,9.315791801,6.397676945,6.367906663,25.58704948,25.61251843,25.58704948,25.61251843,17.06499672,17.05027312,16.96974754,16.95084892,0,0.026798562,340.8498201,0,9,9,5,5,90,90.82553957,1.0008,5.869999886,5.869999886
2/13/2019,ALRF-0003,1002245,1,7/1/2013,2013,HAND,Y,0.138732638,1.621373643,3,43.98715835,18671468,3.343995347,0,109.93,167.3966386,213.03,109.37,792.0536218,291.8565727,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",100,rl,rl,100,SDMNTRY,SDMNTRY,0.244232655,0.248033328,34.08128827,-88.02124812,99,99.00321041,9.053,14.86900317,14.84914006,0.91985,16.88545532,16.88545532,10.502376,10.502376,0.4196497,0,8.238759421,0.433162956,53.50428831,9.382309625,1.169539981,0,0,4.513558001,0.051979555,16.91934506,0.121285628,1.100233908,1.801957897,2.711600104,0.051979555,5,5.132581345,4.650361272,163.1093275,85.96841649,1489.237281,1542,1542.965466,1755.008667,1725.485677,1564.589111,1584.231646,1.299831325,57.50138474,57.2783775,18671468,68,68,625,32.57560085,15.93474102,7.066978931,6.99829256,3.407382488,3.327557786,24.40266609,24.327696,24.40266609,24.327696,15.18924236,15.11655647,14.61804295,14.91589148,-2,-2.144885045,327.4336659,0.348938645,10,10,6,6,104,103.8798265,10.3725,4.887950897,4.928175557
2/13/2019,ALRF-0004,1002592,1,8/4/2013,2013,HAND,Y,0.155901293,1.61874309,3,52.52979621,18519555,0,0,6.43,45.48824257,94.83,5.79,881.7963701,315.0568992,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",100,rl,rl,100,SDMNTRY,SDMNTRY,0.231999993,0.233127889,31.05288349,-87.8369997,74,70.87140677,42.316,16.87719125,16.53378873,0.9733,18.79072369,18.79072369,11.04832881,11.04832881,0.496816993,0.03591696,51.59830472,0.448962,0.47589972,11.92443072,0.492062352,0.423820128,0,4.433948711,0,15.79448315,0,0.00897924,0,0.750664464,13.61252784,6,5,5.405547264,185.4353892,73.21811653,1622.139804,1663,1668.238316,1611.293701,1659.88858,1854.087891,1855.106694,1.197548039,60,60,18519555,70,70.42445462,801.6267169,33.15089696,19.09497767,12.40069008,12.49680229,9.254806519,9.351941484,26.52468109,26.42827484,26.52468109,26.42827484,18.97990227,19.00807937,18.38248253,19.00753231,2.099999905,2.421317882,426.1240865,0,13,13,5,5,104,103.7759763,50.1255,5.199999809,5.171802472
2/13/2019,ALRM-1001,1002545,1,7/30/2013,2013,PROB,Y,0.161115255,1.548073266,4.101905298,44.89490682,21456608,0,0.104669,24.42,221.2696208,1283.72,24.26,797.6519173,303.057468,Stony colluvium on metamorphic rocks; less silt and clay than in co/ls,100,co/m,al,100,SDMNTRY,SDMNTRY,0.29874143,0.270458795,32.22869139,-87.14827771,77,92.19181879,31186.46,16.70118275,16.70093235,1.75775,20.11726529,20.11726529,9.846693032,9.846693032,0.771828037,0.360760559,18.19115299,2.873382901,32.61642771,4.141089624,12.01571201,0.250197946,0,6.49034993,1.995090802,7.710597787,0.299233131,2.324927467,0.847348182,6.626847186,3.256881777,5.456498662,6.798480253,3.225734192,164.507038,80.58727556,1370.354215,1424,1426.105754,1793.826416,1492.757927,1565.229248,1633.423583,1.975564053,59.81896973,52.76307252,21456608,70,68.92549701,574.0293225,32.08574851,16.43451474,10.18845749,8.640238703,7.241266727,5.74653059,25.36049271,24.42514925,25.36049271,24.42514925,17.17317581,16.12162644,17.16437721,16.12162247,1.899999976,-0.059576109,432.4175915,0.320980449,10,10.35159413,5,5.29045365,96,99.43556831,49444.3035,3.802192688,5.351145478
2/13/2019,ALRM-1002,1002589,1,8/2/2013,2013,PROB,Y,0.166344278,1.577010824,2.320882842,35.44708124,21640704,0.903526669,0.224574,2.45,114.7968702,471.11,2.45,823.0112172,303.054343,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",100,rl,al,100,SDMNTRY,SDMNTRY,0.289000005,0.28278412,31.74166476,-88.09559977,83,89.85940269,31150.02,17.16547711,17.13667083,1.7507,20.22647555,20.22647555,10.90397271,10.90397271,0.922323605,0.273446177,16.29049814,4.792869835,23.09091965,3.28895439,12.75522851,0.554182523,0,9.140439834,1.757607312,11.78956584,0.170402767,1.362368892,0.507084911,4.550518231,9.67591299,5.294022667,8.01688851,2.759209855,163.2567046,83.89899962,1419.071105,1456,1465.619247,1692.722778,1699.767639,1562.687012,1589.699237,1.572262379,60,54.52783609,21640704,70,70.14046354,590.9795021,32.86108354,16.87214471,10.80318069,8.644572298,7.587310314,5.325539496,25.78908157,25.15226837,25.78908157,25.15226837,17.71080208,16.36703629,17.42145538,16.36703582,1.299999952,-0.084706799,461.1334853,0,11,9.920317675,4,5.282116016,97,96.93001739,47887.7967,2.315000057,4.63925977
2/13/2019,ALRM-1003,1002228,1,6/28/2013,2013,PROB,Y,0.160712712,1.573998973,4.767348044,35.82612263,21658294,0.610997963,0.010915,63.67,177.8890365,458.65,62.9,803.9122219,305.781444,"Red clay, massive clay that is generally kaolinitic",100,rls,al,100,SDMNTRY,SDMNTRY,0.277999997,0.279663093,33.01342364,-87.08607675,81,89.18324275,1553.376,16.4452446,16.46708781,1.03346,19.68406731,19.68406731,10.12677694,10.12677694,0.752309264,0.950135576,18.54983091,0.895613154,31.86704468,4.03128898,6.906073521,0.035087575,0,5.11327445,1.015367759,7.39407915,0.786343631,6.782873818,3.005585927,11.31490031,1.352500561,5.556798156,6.886997589,2.502244143,166.0507895,84.35607948,1424.081532,1476,1466.373998,1603.918457,1664.622492,1632.599976,1658.10061,3.161091071,60,48.23327027,21658294,70,69.0378019,573.9013819,32.57969362,17.06413156,8.94671154,9.113713299,5.908807755,6.093616882,25.19254303,25.23884849,25.19254303,25.23884849,16.62856865,16.75959012,16.66575623,16.75959004,0.5,0.141351126,386.1428686,0,10,9.796141809,5,5.06413206,95,94.6260222,2403.4266,5.304999828,5.627254664
2/13/2019,ALRO-1020,1003756,1,6/23/2014,2014,PROB,Y,0.141160666,1.638222703,3,44.59056449,2213454,0,0.000337,51.75,120.5947647,211.01,51.61,834.3861685,314.4351529,"Loam; texture variable, ranging from sand to clay, mostly non-swelling clay mineral, kaolinite; otherwise similar to rc",100,rl,rl,100,SDMNTRY,SDMNTRY,0.254000008,0.227223523,31.41142286,-86.06452054,76,77.07578975,1301.065,17.87840963,17.56185188,1.02648,20.77043126,20.77043126,11.27915567,11.27915567,0.613511487,0.090465134,26.08893419,6.342454026,17.8377963,1.937099186,7.735385133,0.346130622,0,10.95969155,0.803095531,15.9193628,0.075895029,0.497050822,0.193289488,4.097425441,7.075924749,5.063949154,7.832075118,5.493956599,167.2199979,73.09145447,1378.199918,1503,1421.456063,1636.637817,1437.508724,1805.712646,1689.332355,1.181198088,60,59.91201799,2213454,71,70.48808891,470.9567035,32.68917762,18.27774516,11.9219532,11.47087559,8.979427338,8.50825051,26.06931686,25.72015289,26.06931686,25.72015289,18.54148483,18.15598319,18.04421997,18.15573484,2.5,2.588211568,447.9930342,18.87948643,13,11.48394294,5,4.475214629,106,95.15834991,2483.1603,2.575000048,5.308853557
